Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
20:09:12:58.592,61,0.0001609743,0.0000000000,0.0000000000,0.0362526886,0.0920482278,0.0859343782,0.1824726164,0.0001678804,0.0000000000,0.1292112917,0.0000000000,0.0918328688,0.0859801322,0.1820937842,0.0396098457,0.0000000000,0.0334031880,0.1613345742,0.0293075293,0.1422909200,0.0279401597,0.0000000000,0.0212976392,0.0061487644,0.0407651104,0.0000000000,0.0000000000,0.0223721247,0.0248967931,0.0849091113,0.1016842946,0.0118561378,0.0120404987,0.0031414269,0.0134016313,0.0171420928,0.0151158953,0.2183247656,0.2317622155,0.0834086314,0.0964261070,0.0000000000,0.0000000000,0.0707163587,0.0000000000,0.0000000000,0.0035635459,0.0470226593,0.0596337467,0.0302184969,0.0344061069,0.0000000000,0.0853690132,0.0649098903,0.1267495453,-0.0769883096,-0.0986868739,0.0045394353,-0.0791913122,-0.0986770242,-0.0024510664
20:09:12:59.593,61,0.0001476773,0.0000000000,0.0000000000,0.0283942260,0.0758659020,0.0837186426,0.1884189397,0.0001540330,0.0000000000,0.1212936416,0.0000000000,0.0757388175,0.0837529600,0.1879933774,0.0422840752,0.0000000000,0.0341938697,0.1766894907,0.0292899776,0.1406076103,0.0275199655,0.0000000000,0.0219245795,0.0000000000,0.0386090726,0.0000000000,0.0000000000,0.0225123707,0.0250404831,0.0888306424,0.1068188995,0.0119500700,0.0117673185,0.0029523151,0.0133693572,0.0167933740,0.0147916134,0.2265326530,0.2399811596,0.0829288661,0.0962764993,0.0000000000,0.0000000000,0.0804817304,0.0000000000,0.0000000000,0.0032559971,0.0463389046,0.0587778203,0.0297024362,0.0340990648,0.0000000000,0.0879009590,0.0657945275,0.1231474280,-0.0722939298,-0.0916209519,0.0037369467,-0.0743992105,-0.0916112885,-0.0027662949
20:09:13:00.595,61,0.0001354400,0.0000000000,0.0000000000,0.0189876426,0.0617843010,0.0799314901,0.1918903738,0.0001412891,0.0000000000,0.1117564216,0.0000000000,0.0617322885,0.0799543932,0.1914295256,0.0443096198,0.0000000000,0.0350708328,0.1881857365,0.0293441545,0.1394725293,0.0271380097,0.0000000000,0.0224361159,0.0000000000,0.0269249063,0.0000000000,0.0000000000,0.0225911178,0.0251053870,0.0939854980,0.1129100472,0.0120301032,0.0114598824,0.0027157806,0.0132971061,0.0164230503,0.0144366995,0.2313428223,0.2443088740,0.0824613720,0.0960915536,0.0000000000,0.0000000000,0.0914162323,0.0000000000,0.0000000000,0.0029498639,0.0453801155,0.0570339411,0.0292096138,0.0337987356,0.0000000000,0.0903811604,0.0665853024,0.1200502068,-0.0666258112,-0.0854733512,0.0030500889,-0.0686583444,-0.0854638666,-0.0030277513
20:09:13:01.596,61,0.0001241779,0.0000000000,0.0000000000,0.0156096509,0.0497090481,0.0736639872,0.1995162666,0.0001295609,0.0000000000,0.1083293110,0.0000000000,0.0497027636,0.0736780316,0.1990297884,0.0465146787,0.0000000000,0.0358487032,0.2113043368,0.0295316018,0.1385298371,0.0267692544,0.0000000000,0.0226755310,0.0000000000,0.0185279828,0.0000000000,0.0000000000,0.0226431526,0.0251174960,0.1019837111,0.1213235781,0.0120829670,0.0111328596,0.0023628899,0.0131004062,0.0159793850,0.0139979068,0.2385078371,0.2499027550,0.0819208920,0.0956835598,0.0000000000,0.0000000000,0.1146183535,0.0260571074,0.0253965594,0.0026276559,0.0438767187,0.0543138534,0.0287180021,0.0334456228,0.0000000000,0.0947674662,0.0698973611,0.1130726859,-0.0645934045,-0.0802035406,0.0025780234,-0.0665968135,-0.0801942199,-0.0031336066
20:09:13:02.598,61,0.0001138132,0.0000000000,0.0000000000,0.0122959726,0.0422589444,0.0680902675,0.2043761164,0.0001187672,0.0000000000,0.1049101725,0.0000000000,0.0422814079,0.0680991262,0.2038769871,0.0482017733,0.0000000000,0.0365903787,0.2251492739,0.0298112836,0.1370807141,0.0264443886,0.0000000000,0.0228887554,0.0000000000,0.0148122432,0.0000000000,0.0000000000,0.0226851627,0.0251177605,0.1068088263,0.1267726719,0.0121230790,0.0108119491,0.0019541765,0.0128425173,0.0155062089,0.0135234213,0.2434458733,0.2541075051,0.0813412592,0.0951987803,0.0000000000,0.0000000000,0.1312741935,0.0535605140,0.0530048832,0.0023000846,0.0425249636,0.0520531908,0.0282577667,0.0331040211,0.0000000000,0.0947674662,0.0698973611,0.1130726859,-0.0625603870,-0.0769522265,0.0022831010,-0.0645735711,-0.0769430399,-0.0032019231
20:09:13:03.600,61,0.0001042746,0.0000000000,0.0000000000,0.0126352906,0.0342428014,0.0637464747,0.2086165249,0.0001088338,0.0000000000,0.1052811518,0.0000000000,0.0342881233,0.0637535825,0.2081174850,0.0506305918,0.0000000000,0.0372766517,0.2390992641,0.0301662311,0.1362495273,0.0261919498,0.0000000000,0.0229983162,0.0000000000,0.0127760107,0.0000000000,0.0000000000,0.0227602646,0.0251428187,0.1105947271,0.1306120306,0.0121597424,0.0105334362,0.0015039808,0.0125415623,0.0150551312,0.0130680269,0.2518988252,0.2625084519,0.0807695538,0.0946884304,0.0000000000,0.0000000000,0.1413805336,0.0674087703,0.0668724999,0.0019866186,0.0415150858,0.0505936034,0.0278371442,0.0327893831,0.0000000000,0.0967068523,0.0712942183,0.1088559702,-0.0627860650,-0.0734543428,0.0020166673,-0.0647812635,-0.0734452605,-0.0032250946
20:09:13:04.601,61,0.0000954961,0.0000000000,0.0000000000,0.0095544523,0.0341343172,0.0607068427,0.2230533212,0.0000996919,0.0000000000,0.1020259112,0.0000000000,0.0341844596,0.0607138649,0.2225266993,0.0523949154,0.0000000000,0.0379936360,0.2474445850,0.0305925813,0.1357233226,0.0260261483,0.0000000000,0.0230626035,0.0000000000,0.0114154015,0.0000000000,0.0000000000,0.0228486471,0.0251780301,0.1142980829,0.1351510286,0.0121771460,0.0102758380,0.0010646404,0.0122427875,0.0146208210,0.0126213925,0.2554450035,0.2659737468,0.0800943002,0.0940354988,0.0000000000,0.0000000000,0.1584745646,0.0915804282,0.0909805223,0.0016873443,0.0406534635,0.0495110154,0.0274089444,0.0324576162,0.0000000000,0.0978424698,0.0722061247,0.1049763709,-0.0608455241,-0.0734067485,0.0019840412,-0.0628995001,-0.0733977333,-0.0032534902
20:09:13:05.603,61,0.0000874172,0.0000000000,0.0000000000,0.0133486176,0.0385962725,0.0582903773,0.2527660728,0.0000912786,0.0000000000,0.1057316363,0.0000000000,0.0386278145,0.0582981184,0.2522555292,0.0547691621,0.0000000000,0.0387007073,0.2539767921,0.0310645401,0.1353372782,0.0259078257,0.0000000000,0.0231103748,0.0000000000,0.0094096465,0.0000000000,0.0000000000,0.0229239836,0.0251932479,0.1194327325,0.1424229443,0.0122229187,0.0100156851,0.0006942842,0.0119790677,0.0142209874,0.0121994838,0.2587507963,0.2702217102,0.0793664977,0.0930229202,0.0000000000,0.0000000000,0.2053593099,0.1496818811,0.1491239518,0.0014051051,0.0398655981,0.0485766493,0.0270398520,0.0321497582,0.0000000000,0.0995622948,0.0731321946,0.1014025062,-0.0630522594,-0.0753539279,0.0021681031,-0.0652167127,-0.0753449351,-0.0032030961
20:09:13:06.604,61,0.0000799821,0.0000000000,0.0000000000,0.0154455369,0.0349422917,0.0560521670,0.2883192897,0.0000835358,0.0000000000,0.1077672243,0.0000000000,0.0349815413,0.0560606681,0.2878120840,0.0583822764,0.0000000000,0.0393920951,0.2654791474,0.0315954462,0.1347188205,0.0257446598,0.0000000000,0.0232605003,0.0000000000,0.0087375687,0.0000000000,0.0000000000,0.0230913404,0.0253151022,0.1251794249,0.1503551453,0.0122957043,0.0098067960,0.0002844938,0.0116342334,0.0138348155,0.0117906174,0.2657548189,0.2808068097,0.0775553435,0.0908829644,0.0000000000,0.0000000000,0.2539075315,0.1996910572,0.1991353333,0.0011466242,0.0391270518,0.0477493778,0.0267122686,0.0318674594,0.0000000000,0.1006624401,0.0745728165,0.0980044901,-0.0642677471,-0.0737595856,0.0020628986,-0.0664977133,-0.0737506971,-0.0031965650
20:09:13:07.606,61,0.0000731395,0.0000000000,0.0000000000,0.0218660645,0.0228090230,0.0534515791,0.3097447455,0.0000764100,0.0000000000,0.1143340692,0.0000000000,0.0228788592,0.0534603484,0.3092057109,0.0622599833,0.0000000000,0.0401009545,0.2779469788,0.0321991071,0.1323170364,0.0255834386,0.0000000000,0.0236905515,0.0000000000,0.0088317301,0.0000000000,0.0000000000,0.0233122502,0.0255219303,0.1292510778,0.1565017551,0.0124157248,0.0096386047,0.0000000000,0.0112733841,0.0134606026,0.0113998298,0.2716761827,0.2899893820,0.0757303908,0.0894687921,0.0000000000,0.0000000000,0.2822541296,0.2263999730,0.2257692516,0.0009039424,0.0384078808,0.0469997972,0.0264523365,0.0316868797,0.0000000000,0.1012899205,0.0754865184,0.0945510417,-0.0681880340,-0.0684654936,0.0016847160,-0.0704202205,-0.0684567690,-0.0032074752
20:09:13:08.607,61,0.0000668422,0.0000000000,0.0000000000,0.0254986230,0.0081656221,0.0508352146,0.3387550712,0.0000698521,0.0000000000,0.1181732938,0.0000000000,0.0082826782,0.0508439578,0.3381849229,0.0669774488,0.0000000000,0.0412916467,0.2977776229,0.0336523429,0.1313752234,0.0255488176,0.0000000000,0.0253564510,0.0000000000,0.0089822365,0.0000000000,0.0000000000,0.0236078277,0.0258300360,0.1358417124,0.1686549038,0.0125836488,0.0095223151,0.0000000000,0.0109449085,0.0131043149,0.0110318875,0.2741658390,0.2942968607,0.0734848157,0.0880617350,0.0000000000,0.0000000000,0.3096939027,0.2451353222,0.2444336414,0.0007034999,0.0377577431,0.0463658161,0.0263105128,0.0316771343,0.0000000000,0.1023213714,0.0764225349,0.0908695906,-0.0704805851,-0.0620755032,0.0011643749,-0.0726397932,-0.0620669276,-0.0032849149
20:09:13:09.609,61,0.0000610468,0.0000000000,0.0000000000,0.0226002932,0.0000000000,0.0476653427,0.3621794283,0.0000638167,0.0000000000,0.1154524535,0.0000000000,0.0000000000,0.0476734191,0.3615577221,0.0758680552,0.0000000000,0.0455470756,0.3332465589,0.0359893218,0.1312123388,0.0256728306,0.0000000000,0.0276075527,0.0000000000,0.0090494677,0.0003584353,0.0000000000,0.0239346679,0.0261711925,0.1436895728,0.1801230162,0.0127736963,0.0094209258,0.0000000000,0.0106734689,0.0127687892,0.0106894569,0.2794951499,0.3049447536,0.0722737834,0.0871870443,0.0000000000,0.0000000000,0.3437102437,0.2728446126,0.2721099257,0.0005363844,0.0371368229,0.0457622558,0.0262536872,0.0317435898,0.0000000132,0.1036402881,0.0779900253,0.0872610509,-0.0688577145,-0.0529649705,0.0003987700,-0.0708691850,-0.0529565997,-0.0034169932
20:09:13:10.610,61,0.0000557132,0.0000000000,0.0000000000,0.0073487060,0.0000000000,0.0441749208,0.3962606788,0.0000582624,0.0000000000,0.1004194990,0.0000000000,0.0000000000,0.0441819876,0.3956812620,0.0839230940,0.0000000000,0.0477071069,0.3842722476,0.0408535227,0.1329867095,0.0260610189,0.0000000000,0.0286837965,0.0000000000,0.0084589776,0.0028566427,0.0000000000,0.0242589042,0.0264831427,0.1547779590,0.1922734678,0.0129571501,0.0093026115,0.0000000000,0.0104272356,0.0123653533,0.0102786571,0.2839784026,0.3101924658,0.0713646561,0.0864343867,0.0000000000,0.0000000000,0.3919318914,0.3091668785,0.3087366819,0.0003982007,0.0365592390,0.0451547392,0.0262873210,0.0318596773,0.0000000164,0.1041250750,0.0798175707,0.0834094211,-0.0598825142,-0.0392641723,-0.0005722741,-0.0615519024,-0.0392560512,-0.0034268140
20:09:13:11.612,61,0.0000508047,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0399054438,0.4276991487,0.0000531507,0.0000000000,0.0908251554,0.0000000000,0.0000000000,0.0399109386,0.4271842241,0.0912396982,0.0000000000,0.0489859022,0.4402777255,0.0491946340,0.1349795163,0.0271251425,0.0000000000,0.0291484501,0.0000000000,0.0004595280,0.0058983974,0.0000000000,0.0245546661,0.0267323293,0.1687736511,0.2057394236,0.0131129036,0.0091915559,0.0000000000,0.0100170998,0.0118389158,0.0097416667,0.3038039207,0.3263963163,0.0702272803,0.0840721428,0.0000000000,0.0000000000,0.4526722729,0.3596456349,0.3593240082,0.0002840367,0.0358848944,0.0439529344,0.0263269041,0.0318897069,0.0000000142,0.1046406329,0.0827958956,0.0790148601,-0.0541424602,-0.0272102766,-0.0012912812,-0.0555044375,-0.0272023566,-0.0032915946
20:09:13:12.614,61,0.0000462873,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0340919457,0.4404872060,0.0000484463,0.0000000000,0.0761423111,0.0000000000,0.0000000000,0.0340953879,0.4400025308,0.1001708359,0.0000000000,0.0498814359,0.5030463338,0.0578309558,0.1357650012,0.0289755408,0.0000000000,0.0294472203,0.0000000000,0.0000000000,0.0082122749,0.0000000000,0.0248331707,0.0269648153,0.1786192060,0.2159296274,0.0132289650,0.0091065839,0.0000000000,0.0093083736,0.0111652566,0.0090649063,0.3505519331,0.3784232736,0.0688173249,0.0815122873,0.0000000000,0.0000000000,0.4903500378,0.3831364512,0.3828693628,0.0001518551,0.0347464830,0.0417174511,0.0264323596,0.0319232345,0.0000000000,0.1041848883,0.0872290134,0.0751013160,-0.0453424826,-0.0069668815,-0.0022322983,-0.0463600717,-0.0069594756,-0.0027882305
20:09:13:13.615,61,0.0000421299,0.0076738843,0.0000000000,0.0000000000,0.0000000000,0.0289779808,0.4545242786,0.0000441169,0.0073479996,0.0667978600,0.0000000000,0.0000000000,0.0289799962,0.4540687203,0.1123412773,0.0000000000,0.0516506024,0.5314987898,0.0654563010,0.1361636370,0.0305267442,0.0000000000,0.0297248699,0.0000000000,0.0000000000,0.0099353064,0.0000000000,0.0251456182,0.0272423383,0.1975233406,0.2406136394,0.0133319106,0.0090450961,0.0000000000,0.0080804452,0.0104244063,0.0083388789,0.3768372238,0.4080139697,0.0672670379,0.0792518854,0.0000000000,0.0000000000,0.5121213794,0.3973935843,0.3971426785,0.0000020513,0.0333922282,0.0393535160,0.0265740603,0.0319728851,0.0000000000,0.1025794595,0.0971802920,0.0683531165,-0.0397441089,0.0041455701,-0.0025502052,-0.0405519307,0.0041527040,-0.0023045437
20:09:13:14.617,61,0.0000383039,0.0178049114,0.0000000000,0.0000000000,0.0000000000,0.0249705724,0.4654870927,0.0000401325,0.0175446700,0.0519011170,0.0000000000,0.0000000000,0.0249716546,0.4650772810,0.1215118989,0.0000000000,0.0593099669,0.5678376555,0.0763066709,0.1371648163,0.0335447527,0.0000000000,0.0301447455,0.0000000000,0.0000000000,0.0111794518,0.0000000000,0.0255364999,0.0276073497,0.2072944492,0.2537938952,0.0134792421,0.0090844193,0.0000000000,0.0066417740,0.0096893078,0.0076156911,0.3901890814,0.4237017334,0.0647495240,0.0762608573,0.0000000000,0.0000000000,0.5259739757,0.4056146443,0.4053834677,0.0000000000,0.0323626064,0.0373997949,0.0267455317,0.0320284665,0.0000000000,0.1025794595,0.0971802920,0.0683531165,-0.0308631361,0.0097564980,-0.0022505466,-0.0314263925,0.0097635873,-0.0015877024
20:09:13:15.618,61,0.0000347827,0.0274127834,0.0000000000,0.0000000000,0.0000000000,0.0217523221,0.4879881144,0.0000364656,0.0271898527,0.0443308763,0.0000000000,0.0000000000,0.0217527170,0.4876030982,0.1313743144,0.0000000000,0.0795687735,0.5855141878,0.0808533877,0.1377957910,0.0350196473,0.0000000000,0.0306708217,0.0000000000,0.0000000000,0.0120442882,0.0000000000,0.0259987097,0.0280519053,0.2172299325,0.2733446062,0.0136263361,0.0091310181,0.0000000000,0.0054625282,0.0089795468,0.0069299866,0.4178339839,0.4586450160,0.0634196550,0.0747972950,0.0000000000,0.0000000000,0.5325026512,0.4098883271,0.4096635878,0.0000000000,0.0314047448,0.0355674438,0.0269239787,0.0320941396,0.0000000000,0.1036097556,0.1040386260,0.0659667775,-0.0263446718,0.0150758699,-0.0021611727,-0.0267733205,0.0150828622,-0.0011077707
20:09:13:16.620,61,0.0000315421,0.0397522822,0.0000000000,0.0000000000,0.0000000000,0.0191104431,0.4975516796,0.0000330909,0.0396213271,0.0290181655,0.0000000000,0.0000000000,0.0191104431,0.4972146749,0.1392947435,0.0000000000,0.0849483311,0.6056725979,0.0834170431,0.1380660385,0.0360422693,0.0000000000,0.0308917109,0.0000000000,0.0000000000,0.0128016807,0.0000000000,0.0264733825,0.0285221878,0.2238342911,0.2802714705,0.0137838777,0.0091744075,0.0000000000,0.0045203408,0.0082972469,0.0062632007,0.4288424551,0.4697654545,0.0624368414,0.0737009048,0.0000000000,0.0000000000,0.5363003016,0.4127103686,0.4124997258,0.0000000000,0.0304543506,0.0339752734,0.0270519629,0.0320965387,0.0000000000,0.1069035381,0.1105133817,0.0640996918,-0.0172228701,0.0219223276,-0.0017090786,-0.0175021291,0.0219291635,-0.0001523362
20:09:13:17.621,61,0.0000285598,0.0357559063,0.0000000000,0.0000000000,0.0000000000,0.0173048861,0.5044510365,0.0000299852,0.0356266834,0.0285014287,0.0000000000,0.0000000000,0.0173045956,0.5041489005,0.1462257355,0.0000000000,0.0876327679,0.6196462512,0.0850924999,0.1382831633,0.0368048809,0.0000000000,0.0310473032,0.0000000000,0.0000000000,0.0133168884,0.0000000000,0.0270186719,0.0290818978,0.2320954204,0.2890291512,0.0139434095,0.0092364252,0.0000000000,0.0036724943,0.0076789847,0.0056630182,0.4379432499,0.4760600328,0.0615999363,0.0727920458,0.0000000000,0.0000000000,0.5419949889,0.4161592126,0.4159658253,0.0000000000,0.0296861902,0.0329209492,0.0271944664,0.0321417898,0.0000000000,0.1132693291,0.1228125319,0.0613592453,-0.0169213079,0.0197137296,-0.0016146899,-0.0171520114,0.0197206922,-0.0002128133
20:09:13:18.623,61,0.0000258152,0.0433845781,0.0000000000,0.0000000000,0.0000000000,0.0158857144,0.5088335276,0.0000271269,0.0432920754,0.0231787693,0.0000000000,0.0000000000,0.0158851426,0.5085324049,0.1498910040,0.0000000000,0.0896110311,0.6266251802,0.0862296075,0.1382769942,0.0373265743,0.0000000000,0.0313739702,0.0000000000,0.0000000000,0.0136567075,0.0000000000,0.0276135243,0.0297189318,0.2371991277,0.2990356088,0.0140895983,0.0093003120,0.0000000000,0.0029000952,0.0071131815,0.0051211570,0.4457710981,0.4836673141,0.0609045923,0.0720959604,0.0000000000,0.0000000000,0.5440756679,0.4186519980,0.4184575379,0.0000000000,0.0290223677,0.0320771821,0.0274294373,0.0323103853,0.0000000000,0.1132693291,0.1228125319,0.0613592453,-0.0137479082,0.0239425376,-0.0014870215,-0.0140374862,0.0239492767,0.0002141639
20:09:13:19.625,61,0.0000232893,0.0446009114,0.0000000000,0.0000000000,0.0000000000,0.0147437230,0.5103731751,0.0000244965,0.0446189828,0.0060288045,0.0000000000,0.0000000000,0.0147428000,0.5100718737,0.1519784778,0.0000000000,0.0907811671,0.6301855445,0.0868876427,0.1381238550,0.0376893766,0.0000000000,0.0317854248,0.0000000000,0.0000000000,0.0138087990,0.0000000000,0.0282137878,0.0303688962,0.2407555431,0.3040854335,0.0142344497,0.0093114013,0.0000000000,0.0022443996,0.0066081723,0.0046392004,0.4491227567,0.4867586195,0.0603892244,0.0716465637,0.0000000000,0.0000000000,0.5450819731,0.4196918905,0.4194979668,0.0000000000,0.0284266956,0.0313498080,0.0276804082,0.0325414538,0.0000000563,0.1169498190,0.1265215576,0.0598226301,-0.0035564881,0.0246560648,-0.0006587361,-0.0038363226,0.0246628113,0.0010944200
20:09:13:20.626,61,0.0000209647,0.0445680730,0.0009516482,0.0000000000,0.0000000000,0.0138236275,0.5089921355,0.0000220756,0.0446321815,0.0000000000,0.0000000000,0.0000000000,0.0138224568,0.5086358190,0.1531065255,0.0000000000,0.0947127268,0.6319105625,0.0874451026,0.1380305588,0.0380331427,0.0000000000,0.0323457308,0.0000000000,0.0000000000,0.0137893111,0.0000000000,0.0288123321,0.0310203154,0.2424570471,0.3067303598,0.0143732056,0.0093281036,0.0000000000,0.0016523039,0.0061554988,0.0042079887,0.4505772591,0.4881815910,0.0598985292,0.0712414384,0.0000000000,0.0000000000,0.5448462367,0.4201008976,0.4199043512,0.0000000000,0.0279090926,0.0307077207,0.0279095583,0.0327624679,0.0000000840,0.1209540665,0.1297501475,0.0582404658,0.0007458841,0.0246576220,-0.0003004331,0.0004255585,0.0246643238,0.0014492203
20:09:13:21.628,61,0.0000188253,0.0466304794,0.0061026113,0.0000000000,0.0000000000,0.0130212344,0.5027165413,0.0000198477,0.0467289872,0.0000000000,0.0000000000,0.0000000000,0.0130198151,0.5022467375,0.1538005024,0.0000000000,0.1014837325,0.6326138377,0.0878323466,0.1377737969,0.0383165665,0.0000000000,0.0330068655,0.0000000000,0.0000000000,0.0134121357,0.0000000000,0.0294001512,0.0316762142,0.2433357686,0.3084046245,0.0145032397,0.0093496852,0.0000000000,0.0010984866,0.0057606404,0.0038335510,0.4514184296,0.4891736507,0.0594750158,0.0709274039,0.0000000000,0.0000000000,0.5414892435,0.4198408127,0.4196300805,0.0000000000,0.0274466183,0.0301189683,0.0281725954,0.0330206938,0.0000001596,0.1247297674,0.1319615990,0.0567415282,0.0035740789,0.0258130804,-0.0000777334,0.0032620355,0.0258197524,0.0017554024
20:09:13:22.629,61,0.0000168564,0.0532334372,0.0151450196,0.0000000000,0.0000000000,0.0122524789,0.4749766886,0.0000177974,0.0534011424,0.0000000000,0.0000000000,0.0000000000,0.0122508509,0.4743612409,0.1545718908,0.0000000000,0.1061868668,0.6325893402,0.0879082978,0.1371295899,0.0385048315,0.0000000000,0.0336866304,0.0000000000,0.0000000000,0.0112437233,0.0000000000,0.0299836416,0.0323656835,0.2436604500,0.3094425797,0.0146309054,0.0093979044,0.0000000000,0.0005855786,0.0054477737,0.0035363047,0.4541091025,0.4946663380,0.0592492074,0.0708472133,0.0000000000,0.0000000000,0.5287579298,0.4150165915,0.4147481918,0.0000000000,0.0270152055,0.0295685139,0.0285139158,0.0334077887,0.0000002543,0.1278513372,0.1330418438,0.0543301627,0.0086062932,0.0294953659,0.0003249326,0.0082305111,0.0295018665,0.0024165502
20:09:13:23.631,61,0.0000150445,0.0468265340,0.0192751661,0.0000000000,0.0000000000,0.0118326154,0.4318921566,0.0000159104,0.0470054783,0.0000000000,0.0000000000,0.0000000000,0.0118307769,0.4308799803,0.1552149653,0.0000000000,0.1276736408,0.6266125441,0.0878629759,0.1365333498,0.0387101695,0.0000000000,0.0389012881,0.0000000000,0.0038798496,0.0095577100,0.0000000000,0.0305639915,0.0331399031,0.2420459837,0.3101335764,0.0147782853,0.0095190601,0.0000000000,0.0001454452,0.0052548680,0.0033707824,0.4546109140,0.4963340163,0.0590834506,0.0709901229,0.0000000000,0.0000000000,0.4992858768,0.3986499906,0.3979419470,0.0000000000,0.0267802924,0.0292586796,0.0290347151,0.0344150513,0.0000002981,0.1304159015,0.1332158744,0.0516023897,0.0111015672,0.0259611830,0.0005575042,0.0105292015,0.0259676762,0.0023784377
20:09:13:24.632,61,0.0000133769,0.0290848594,0.0259229839,0.0000000000,0.0000000000,0.0124980956,0.3411273062,0.0000141738,0.0292578544,0.0000000000,0.0010926900,0.0000000000,0.0124959825,0.3389934003,0.1557377577,0.0000000000,0.1551164389,0.6088239551,0.0877411142,0.1362247169,0.0389694758,0.0000000000,0.0617622659,0.0000000000,0.0319030471,0.0085525298,0.0000000000,0.0312038176,0.0350154750,0.2257830799,0.3100915849,0.0149251334,0.0098456796,0.0000000000,0.0000000000,0.0052423533,0.0034341223,0.4371268749,0.4954324067,0.0589380004,0.0722153485,0.0000000000,0.0000000000,0.4289529920,0.3383226395,0.3363236487,0.0000000000,0.0269641969,0.0295624267,0.0307365730,0.0409338661,0.0000004150,0.1317090690,0.1335563511,0.0487729907,0.0152955446,0.0161564723,0.0009057908,0.0142526738,0.0161629580,0.0019898731
20:09:13:25.634,61,0.0507491194,0.0135807293,0.0336240716,0.0000000000,0.0000000000,0.0385805331,0.1491938084,0.0579744577,0.0137497243,0.0000000000,0.0097060381,0.0000000000,0.0385833234,0.1390588135,0.1556363255,0.0000000000,0.2325654924,0.5769495964,0.0874612853,0.1365551800,0.0394878536,0.0000000000,0.1826731563,0.0000000000,0.0798921958,0.0099676047,0.0000000000,0.0318068564,0.0401754677,0.1907350868,0.3106228709,0.0151665667,0.0103995623,0.0000000000,0.0000000000,0.0055635772,0.0040772799,0.3760696948,0.4864229262,0.0590627268,0.1084471941,0.0000000000,0.0000000000,0.3043898642,0.2237325758,0.1969215274,0.0000000000,0.0306337364,0.0583260693,0.0359614193,0.0663620308,0.0000004991,0.1325472295,0.1345880330,0.0455637984,0.0205460731,0.0075905621,0.0012473026,0.0185505189,0.0075965934,0.0016601756
20:09:13:26.637,61,0.0090980353,0.0032289645,0.0603346787,0.0000000000,0.0000000000,0.1292724609,0.0703655705,0.1125886068,0.0034790207,0.0000000000,0.0367385447,0.0000000000,0.1362951100,0.0000000000,0.1602072269,0.0000000000,0.2773616016,0.5513226986,0.0857624486,0.1369393468,0.0397651196,0.0000000000,0.2763398886,0.0000000000,0.1793285757,0.0708743110,0.0000000000,0.0319777243,0.0442585088,0.1698575169,0.3543729782,0.0154345594,0.0108991098,0.0000000000,0.0068718148,0.0065539745,0.0095612761,0.3588163555,0.4841194153,0.0618555211,0.2088894695,0.0000000000,0.0000000000,0.2372153997,0.1529701203,0.0000000000,0.0000000000,0.0343423486,0.1667862087,0.0460804515,0.1848724484,0.0000004570,0.1349552572,0.1371954381,0.0445927307,0.0370313376,0.0019307993,0.0022101505,0.0333406739,0.0019356459,0.0021227119
20:09:13:27.638,61,0.0046624760,0.0067746174,0.0724197924,0.0000000000,0.0000000000,0.2010073066,0.0017410940,0.1705879420,0.0070894086,0.0000000000,0.0483795963,0.0000000000,0.2143076062,0.0000000000,0.1681868434,0.0000000000,0.2950395942,0.5396231413,0.0821094587,0.1370566189,0.0398162156,0.0000000000,0.3115576804,0.0000000000,0.2088896632,0.0871420652,0.0000000000,0.0318715312,0.0461289063,0.1593569517,0.3655843735,0.0156743135,0.0113049243,0.0046554171,0.0119468402,0.0077827214,0.0134046664,0.3502056897,0.4838060141,0.0663102344,0.2437410802,0.0000000000,0.1390035003,0.2010639757,0.1184802502,0.0000000000,0.0000000000,0.0367502160,0.1983125359,0.0535527058,0.2282163352,0.0000004048,0.1430740803,0.1406855434,0.0486036614,0.0441258736,0.0039372630,0.0026982850,0.0400083400,0.0039417148,0.0027195630
