Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
20:08:38:49.326,61,0.0116005549,0.0000000000,0.0333756618,0.0000000000,0.0889823586,0.7627227306,0.0000000000,0.0117414072,0.0000000000,0.0000000000,0.0109737208,0.0893417969,0.7627297044,0.0000000000,0.1128346175,0.0000000000,0.0662582740,0.0815993249,0.0515441373,0.1862522364,0.0347797312,0.0000000000,0.0020031005,0.1247435585,0.0977014899,0.0000000000,0.0000000000,0.0151191931,0.0146430843,0.1941115260,0.2330842465,0.0483551994,0.0245124586,0.0448180623,0.0382801518,0.0514602885,0.0537394360,0.2180386782,0.1912108362,0.1038819551,0.1151371971,0.6320096850,0.6318541765,0.5515390635,0.0000000000,0.0000000000,0.0253084861,0.5408795476,0.5931102633,0.1879950911,0.2280319333,0.0000000000,0.1222539842,0.0451816767,0.0812295601,0.0213282891,-0.0974319652,0.0005947822,0.0185207091,-0.0974406749,-0.0062821293
20:08:38:50.327,61,0.0114981253,0.0000000000,0.0329548866,0.0000000000,0.0958876982,0.7633339167,0.0000000000,0.0116313770,0.0000000000,0.0000000000,0.0107260356,0.0962652415,0.7633398771,0.0000000000,0.1114755571,0.0000000000,0.0660242736,0.0770477057,0.0449842513,0.1805837303,0.0310278311,0.0000000000,0.0018705595,0.1426056474,0.1102291420,0.0000000000,0.0000000000,0.0153409280,0.0150748640,0.1942224354,0.2333063632,0.0465767011,0.0231990349,0.0427882336,0.0383132994,0.0500300825,0.0523860492,0.2326615453,0.2045676112,0.1138305143,0.1252136827,0.6301434636,0.6299604774,0.5461245775,0.0000000000,0.0000000000,0.0246322230,0.5316142440,0.5853988528,0.1805628389,0.2199315131,0.0000000000,0.1241215318,0.0433537737,0.0810137764,0.0211762991,-0.1004529074,0.0005809015,0.0182787217,-0.1004615724,-0.0065004863
20:08:38:51.329,61,0.0115405358,0.0000000000,0.0340425223,0.0000000000,0.1001600847,0.7650650144,0.0000000000,0.0116750607,0.0000000000,0.0000000000,0.0117617771,0.1005539224,0.7650719881,0.0000000000,0.1110111549,0.0000000000,0.0659213513,0.0740780756,0.0407279506,0.1738245785,0.0288346205,0.0000000000,0.0019037646,0.1522077173,0.1190055385,0.0000000000,0.0000000000,0.0156214274,0.0155849867,0.1945526749,0.2342320979,0.0453226604,0.0219277069,0.0417238474,0.0387001298,0.0489850752,0.0514237769,0.2417272180,0.2146142274,0.1213500947,0.1343300194,0.6264978051,0.6263250113,0.5415961146,0.0000000000,0.0000000000,0.0239889920,0.5264383554,0.5810308456,0.1732304543,0.2127994299,0.0000000000,0.1253892332,0.0400005952,0.0798577219,0.0218078624,-0.1023244262,0.0005408997,0.0188743584,-0.1023330390,-0.0066676605
20:08:38:52.330,61,0.0118832998,0.0000000000,0.0336093493,0.0000000000,0.1025523767,0.7663256526,0.0000000000,0.0120350067,0.0000000000,0.0000000000,0.0114027122,0.1029513925,0.7663334608,0.0000000000,0.1114828214,0.0000000000,0.0659315884,0.0723509714,0.0376993269,0.1712926030,0.0273021590,0.0000000000,0.0019681691,0.1633903980,0.1307917535,0.0000000000,0.0000000000,0.0159783568,0.0161857251,0.1950628012,0.2359541655,0.0443422906,0.0209795535,0.0410264842,0.0392012298,0.0482396781,0.0507556610,0.2653181553,0.2380152941,0.1344325393,0.1502403617,0.6244935393,0.6243262291,0.5383054018,0.0000000000,0.0000000000,0.0233741216,0.5238763690,0.5788650513,0.1695954204,0.2094082385,0.0000000000,0.1265442520,0.0355910882,0.0777291059,0.0215884112,-0.1033704802,0.0005432410,0.0186312236,-0.1033790708,-0.0067362860
20:08:38:53.332,61,0.0122381439,0.0000000000,0.0338430293,0.0000000000,0.1000155956,0.7669169903,0.0000000000,0.0124076502,0.0000000000,0.0000000000,0.0115653621,0.1004082933,0.7669255733,0.0000000000,0.1123198941,0.0000000000,0.0658978298,0.0711492598,0.0350169390,0.1697213948,0.0261490215,0.0000000000,0.0020800685,0.1755196154,0.1452953666,0.0000000000,0.0000000000,0.0163738914,0.0168365780,0.1951523274,0.2364607453,0.0434916280,0.0201699045,0.0404996015,0.0397563204,0.0477102064,0.0503060780,0.2825560868,0.2533958852,0.1433050931,0.1608176082,0.6197130680,0.6195716858,0.5362138152,0.0000000000,0.0000000000,0.0228360351,0.5221459866,0.5775105357,0.1653292477,0.2058277130,0.0000000000,0.1270163059,0.0323966667,0.0755452216,0.0216880143,-0.1022608429,0.0005466110,0.0187641941,-0.1022694483,-0.0066580158
20:08:38:54.334,61,0.0124144489,0.0000000000,0.0358914845,0.0000000000,0.0994022712,0.7669280171,0.0000000000,0.0125934975,0.0000000000,0.0000000000,0.0134278992,0.0998009890,0.7669370770,0.0000000000,0.1128322259,0.0000000000,0.0657342225,0.0698053539,0.0325383544,0.1687565446,0.0252326187,0.0000000000,0.0022234288,0.1915976852,0.1664409488,0.0000000000,0.0000000000,0.0167979412,0.0175264347,0.1947646141,0.2360910624,0.0426798388,0.0194268916,0.0402037799,0.0405142866,0.0474140495,0.0500799790,0.2893427014,0.2597029507,0.1507960111,0.1694955826,0.6174451709,0.6173143983,0.5330728292,0.0000000000,0.0000000000,0.0224040281,0.5209922791,0.5766587853,0.1624771655,0.2035638690,0.0000000000,0.1274482906,0.0295314863,0.0733143911,0.0228247754,-0.1019962281,0.0004989489,0.0198982544,-0.1020048410,-0.0066871522
20:08:38:55.335,61,0.0122612566,0.0000000000,0.0352648459,0.0000000000,0.1045940444,0.7672081590,0.0000000000,0.0124391234,0.0000000000,0.0000000000,0.0129334358,0.1050055474,0.7672178149,0.0000000000,0.1133748069,0.0000000000,0.0654082745,0.0678666979,0.0300807264,0.1673109233,0.0244263317,0.0000000000,0.0023484791,0.2115567327,0.1885454357,0.0000000000,0.0000000000,0.0172616243,0.0182646718,0.1940702349,0.2340683788,0.0419087932,0.0187461674,0.0400119498,0.0413999930,0.0472959653,0.0500366092,0.2984772921,0.2677756250,0.1573280394,0.1769236624,0.6161962748,0.6160696149,0.5312088728,0.0000000000,0.0000000000,0.0220670216,0.5200077295,0.5760473609,0.1589828730,0.2002276480,0.0000000000,0.1284601390,0.0278633907,0.0708844140,0.0225222111,-0.1042671204,0.0004941746,0.0195438601,-0.1042756736,-0.0068459087
20:08:38:56.337,61,0.0118711861,0.0000000000,0.0342693776,0.0000000000,0.1110840216,0.7675136328,0.0000000000,0.0120422952,0.0000000000,0.0000000000,0.0121292723,0.1115102246,0.7675237656,0.0000000000,0.1140015423,0.0000000000,0.0649453625,0.0663441122,0.0282382760,0.1664948910,0.0236783288,0.0000000000,0.0025009098,0.2225868255,0.2011272460,0.0000000000,0.0000000000,0.0177866649,0.0193154924,0.1934369504,0.2326234132,0.0411410257,0.0181537755,0.0397180617,0.0420580208,0.0473652035,0.0501703024,0.3140905499,0.2830269933,0.1625340730,0.1829857677,0.6156689525,0.6155427694,0.5300782919,0.0000000000,0.0000000000,0.0218462292,0.5185124278,0.5755011439,0.1570755839,0.1981691271,0.0000000000,0.1286032945,0.0266829580,0.0682908818,0.0220304988,-0.1071052253,0.0004956690,0.0189830922,-0.1071137264,-0.0070363926
20:08:38:57.338,61,0.0108034341,0.0000000000,0.0348701179,0.0000000000,0.1194362417,0.7680505514,0.0000000000,0.0109174047,0.0000000000,0.0000000000,0.0127375871,0.1198893040,0.7680615187,0.0000000000,0.1151608750,0.0000000000,0.0642321929,0.0650502965,0.0267964993,0.1647655070,0.0229541808,0.0000000000,0.0027556757,0.2348258048,0.2183072567,0.0000000000,0.0000000000,0.0183785167,0.0208310969,0.1929319352,0.2316748649,0.0404205434,0.0176484361,0.0393947810,0.0426019877,0.0475824587,0.0504506454,0.3266559839,0.2958481908,0.1654929519,0.1868949980,0.6155546904,0.6154264212,0.5291510224,0.0000000000,0.0000000000,0.0216954313,0.5175260901,0.5751506090,0.1553199440,0.1962813288,0.0000000000,0.1284662634,0.0264677405,0.0659307092,0.0224002209,-0.1107615307,0.0004491829,0.0193012990,-0.1107699275,-0.0073314700
20:08:38:58.340,61,0.0101502193,0.0000000000,0.0352295004,0.0000000000,0.1173077449,0.7686905265,0.0000000000,0.0102447914,0.0000000000,0.0000000000,0.0130217103,0.1177562475,0.7687035799,0.0000000000,0.1158605292,0.0000000000,0.0633999631,0.0623801388,0.0257583354,0.1593454033,0.0223019645,0.0000000000,0.0030003050,0.2411769927,0.2253059596,0.0000000000,0.0000000000,0.0189728979,0.0220148861,0.1923302710,0.2306268513,0.0397750922,0.0171800125,0.0392024592,0.0431387238,0.0479257815,0.0508707389,0.3312469125,0.3005166650,0.1669167876,0.1886621416,0.6156644821,0.6155354977,0.5284478068,0.0000000000,0.0000000000,0.0216208287,0.5140047669,0.5745671391,0.1541350782,0.1950698048,0.0000000000,0.1282358021,0.0266196355,0.0637754947,0.0225739274,-0.1098308414,0.0004475010,0.0195037015,-0.1098392606,-0.0072706486
20:08:38:59.341,61,0.0097795520,0.0000000000,0.0357227176,0.0000000000,0.1170573160,0.7693753242,0.0000000000,0.0098644122,0.0000000000,0.0000000000,0.0134329824,0.1175073460,0.7693919539,0.0000000000,0.1166004017,0.0000000000,0.0627292320,0.0602571107,0.0249319337,0.1556046605,0.0216938388,0.0000000000,0.0033014610,0.2475684881,0.2330430001,0.0000000000,0.0000000000,0.0195990801,0.0231937543,0.1917421222,0.2297884822,0.0392406061,0.0168033224,0.0390018411,0.0435476489,0.0483961105,0.0514363497,0.3337580860,0.3031607270,0.1674701422,0.1894611418,0.6153068542,0.6151796579,0.5278382897,0.0000000000,0.0000000000,0.0216151997,0.5126768947,0.5744176507,0.1531663090,0.1941882223,0.0000000000,0.1277008057,0.0265420005,0.0616824962,0.0228248723,-0.1097223461,0.0004354873,0.0197768696,-0.1097307578,-0.0072762906
20:08:39:00.343,61,0.0094414633,0.0000000000,0.0378822237,0.0000000000,0.1188798919,0.7709285021,0.0000000000,0.0095197894,0.0000000000,0.0000000000,0.0153782396,0.1193451434,0.7709550261,0.0000000000,0.1172874868,0.0000000000,0.0621998757,0.0587339140,0.0242149085,0.1520118862,0.0211389046,0.0000000000,0.0035741525,0.2577636540,0.2415818125,0.0000000000,0.0000000000,0.0202335343,0.0241785944,0.1910497546,0.2289162278,0.0387812480,0.0164745506,0.0388961323,0.0439979769,0.0489740148,0.0521005169,0.3351431489,0.3046799302,0.1677074581,0.1898164451,0.6149469614,0.6148219705,0.5271856785,0.0000000000,0.0000000000,0.0216301810,0.5121452808,0.5745941401,0.1523852348,0.1934909225,0.0000000000,0.1279057264,0.0264953077,0.0601347573,0.0240112152,-0.1105248109,0.0003670597,0.0209678225,-0.1105331704,-0.0073998859
20:08:39:01.346,61,0.0090654353,0.0000000000,0.0400251262,0.0000000000,0.1220028251,0.7728128433,0.0000000000,0.0091382246,0.0000000000,0.0000000000,0.0173533335,0.1224875003,0.7728464007,0.0000000000,0.1178313270,0.0000000000,0.0616765022,0.0576691553,0.0236074887,0.1492763162,0.0206485130,0.0000000000,0.0038624450,0.2638795972,0.2468994111,0.0000000000,0.0000000000,0.0208559912,0.0250402484,0.1899278164,0.2275115699,0.0383642018,0.0162100773,0.0387807339,0.0443674289,0.0495881662,0.0527826995,0.3358334005,0.3055000007,0.1676052809,0.1897474676,0.6146959066,0.6145728230,0.5259096026,0.0000000000,0.0000000000,0.0216489844,0.5119662881,0.5749029517,0.1517286152,0.1928917021,0.0000000000,0.1286592931,0.0251296088,0.0585451797,0.0252153277,-0.1118966267,0.0002897388,0.0221470557,-0.1119049489,-0.0075699519
20:08:39:02.348,61,0.0085912393,0.0000000000,0.0418030694,0.0000000000,0.1225756630,0.7738016248,0.0000000000,0.0086585572,0.0000000000,0.0000000000,0.0189548116,0.1230704561,0.7738373876,0.0000000000,0.1183195412,0.0000000000,0.0612661578,0.0566780902,0.0230800938,0.1475726962,0.0202593412,0.0000000000,0.0040592826,0.2711970210,0.2527775466,0.0000000000,0.0000000000,0.0214608833,0.0258152001,0.1883337349,0.2253733277,0.0380519740,0.0159886237,0.0388609506,0.0448187739,0.0505638942,0.0539982095,0.3358408809,0.3056307435,0.1673262864,0.1894017458,0.6142557263,0.6141337156,0.5255088806,0.0000000000,0.0000000000,0.0217347331,0.5136109591,0.5765942931,0.1512494087,0.1924989074,0.0000000000,0.1292214841,0.0243404880,0.0570526160,0.0261920616,-0.1121515781,0.0002345312,0.0231290422,-0.1121598929,-0.0076427544
20:08:39:03.349,61,0.0081013050,0.0000000000,0.0430862866,0.0000000000,0.1242983639,0.7745392919,0.0000000000,0.0081635565,0.0000000000,0.0000000000,0.0201143697,0.1248047501,0.7745760679,0.0000000000,0.1185761839,0.0000000000,0.0608282723,0.0554987043,0.0225871690,0.1459040046,0.0199232120,0.0000000000,0.0042769057,0.2765728831,0.2577428520,0.0000000000,0.0000000000,0.0220578779,0.0265590046,0.1863922477,0.2231897861,0.0377076268,0.0157671310,0.0390359871,0.0453007780,0.0514956973,0.0550354756,0.3355112374,0.3054571450,0.1669710577,0.1889486015,0.6139497757,0.6138287783,0.5248478651,0.0000000000,0.0000000000,0.0218752753,0.5141285062,0.5772039890,0.1507349908,0.1919748932,0.0000000000,0.1297965199,0.0234197974,0.0561173782,0.0268988702,-0.1129088253,0.0001872220,0.0238352381,-0.1129170954,-0.0077419276
20:08:39:04.351,61,0.0077959518,0.0000000000,0.0439803638,0.0000000000,0.1228474081,0.7752283812,0.0000000000,0.0078550233,0.0000000000,0.0000000000,0.0209054556,0.1233533770,0.7752668262,0.0000000000,0.1185417622,0.0000000000,0.0603709556,0.0533197932,0.0221448764,0.1426836848,0.0196553599,0.0000000000,0.0045216302,0.2797244787,0.2616870105,0.0000000000,0.0000000000,0.0226335656,0.0272630416,0.1823755205,0.2186345309,0.0374426804,0.0155475251,0.0395199209,0.0460205898,0.0531807207,0.0568939596,0.3250364959,0.2988480031,0.1656533629,0.1871615052,0.6138725281,0.6137543321,0.5238744617,0.0000000000,0.0000000000,0.0220873207,0.5145831704,0.5778006911,0.1502657980,0.1915426105,0.0000000000,0.1296409816,0.0226330608,0.0552166216,0.0273818374,-0.1122758165,0.0001689909,0.0243323557,-0.1122840941,-0.0077172974
20:08:39:05.352,61,0.0075602261,0.0000000000,0.0437713675,0.0000000000,0.1221241057,0.7766367793,0.0000000000,0.0076169372,0.0000000000,0.0000000000,0.0207099002,0.1226267293,0.7766770720,0.0000000000,0.1184365079,0.0000000000,0.0599533394,0.0514931418,0.0217634887,0.1390486956,0.0194507353,0.0000000000,0.0047514173,0.2833909690,0.2661010325,0.0000000000,0.0000000000,0.0232059993,0.0279452428,0.1799841821,0.2159099281,0.0372908600,0.0153537504,0.0405756198,0.0473507158,0.0552714430,0.0590807907,0.3163513839,0.2918362021,0.1634352207,0.1843326986,0.6142231226,0.6141078472,0.5229346752,0.0000000000,0.0000000000,0.0223219153,0.5170184970,0.5804884434,0.1499280483,0.1912489980,0.0000000000,0.1293479651,0.0218334496,0.0543501899,0.0272627696,-0.1119586527,0.0001794238,0.0242181830,-0.1119669378,-0.0076853475
20:08:39:06.354,61,0.0074027693,0.0000000000,0.0442062430,0.0000000000,0.1209068373,0.7790800333,0.0000000000,0.0074581420,0.0000000000,0.0000000000,0.0210847631,0.1214075312,0.7791178823,0.0000000000,0.1181781888,0.0000000000,0.0596123822,0.0499871708,0.0214760974,0.1370797157,0.0193848200,0.0000000000,0.0049808254,0.2851141393,0.2677276134,0.0000000000,0.0000000000,0.0237197559,0.0285434239,0.1776787192,0.2135162503,0.0372208208,0.0151808942,0.0437175557,0.0501440354,0.0574910007,0.0612568855,0.2970746756,0.2753235996,0.1594455838,0.1793316603,0.6148131490,0.6147039533,0.5197860599,0.0000000000,0.0000000000,0.0225743596,0.5225276947,0.5848736763,0.1497390121,0.1910916716,0.0000000000,0.1288156509,0.0203470662,0.0537168980,0.0274917968,-0.1114267930,0.0001740179,0.0244609229,-0.1114350930,-0.0076548615
20:08:39:07.355,61,0.0073406487,0.0000000000,0.0438116118,0.0000000000,0.1205768660,0.7840682864,0.0000000000,0.0073961718,0.0000000000,0.0000000000,0.0207397938,0.1210746467,0.7841012478,0.0000000000,0.1178238541,0.0000000000,0.0593232810,0.0488526002,0.0213299990,0.1341820359,0.0194557142,0.0000000000,0.0051673511,0.2863057852,0.2685026824,0.0000000000,0.0000000000,0.0242045764,0.0290841553,0.1744555831,0.2101194113,0.0373156071,0.0150599591,0.0490702875,0.0537535176,0.0603645444,0.0641322359,0.2788305879,0.2580692470,0.1515513361,0.1693129838,0.6156200171,0.6155200005,0.5162425041,0.0000000000,0.0000000000,0.0228659920,0.5309918523,0.5918028951,0.1497441977,0.1910774112,0.0000000000,0.1280129403,0.0188821107,0.0526509322,0.0272814594,-0.1112813801,0.0001870155,0.0242433436,-0.1112896949,-0.0076315310
20:08:39:08.357,61,0.0070918724,0.0000000000,0.0437479764,0.0000000000,0.1211469322,0.7886717319,0.0000000000,0.0071450546,0.0000000000,0.0000000000,0.0207030475,0.1216462180,0.7886974216,0.0000000000,0.1173609644,0.0000000000,0.0590471067,0.0470469408,0.0214239266,0.1293682754,0.0196611658,0.0000000000,0.0052618328,0.2867384851,0.2673558295,0.0000000000,0.0000000000,0.0245689135,0.0294590518,0.1711655259,0.2068126053,0.0376835689,0.0149759054,0.0601904988,0.0596343018,0.0646496639,0.0683374330,0.2323019654,0.2150225490,0.1384826601,0.1525072008,0.6162691712,0.6161729097,0.5136231184,0.0000000000,0.0000000000,0.0231508482,0.5419323444,0.5987430215,0.1502147466,0.1914565563,0.0000000000,0.1273481399,0.0174259394,0.0517235026,0.0272588767,-0.1115307882,0.0001850510,0.0242070891,-0.1115391105,-0.0076499255
20:08:39:09.359,61,0.0066676000,0.0000000000,0.0436985753,0.0000000000,0.1227283925,0.7938609123,0.0000000000,0.0067175184,0.0000000000,0.0000000000,0.0207056254,0.1232325286,0.7938814759,0.0000000000,0.1168256700,0.0000000000,0.0586861633,0.0447451994,0.0217803959,0.1187947392,0.0199413188,0.0000000000,0.0052121710,0.2849528790,0.2556102574,0.0000000000,0.0000000000,0.0248152390,0.0296724271,0.1674812138,0.2029017359,0.0386351086,0.0149325151,0.0723920316,0.0661062673,0.0720356852,0.0758845732,0.2119209915,0.1946348995,0.1238713935,0.1349261105,0.6169338822,0.6168400645,0.5121802092,0.0000000000,0.0000000000,0.0233894065,0.5489517450,0.6031702757,0.1512217820,0.1919342279,0.0000000000,0.1262974739,0.0165063441,0.0508962870,0.0272599813,-0.1122229993,0.0001762250,0.0241767801,-0.1122313067,-0.0077046547
20:08:39:10.360,61,0.0062114410,0.0000000000,0.0439426191,0.0000000000,0.1229071543,0.7997692823,0.0000000000,0.0062579024,0.0000000000,0.0000000000,0.0209544301,0.1234129593,0.7997882962,0.0000000000,0.1163195968,0.0000000000,0.0581311733,0.0411897041,0.0234005135,0.1048399433,0.0204152856,0.0000000000,0.0049230405,0.2688258290,0.2302440554,0.0000000000,0.0000000000,0.0248974394,0.0296490975,0.1658288240,0.2011264116,0.0472931303,0.0148763806,0.1173288003,0.0826204866,0.0854449496,0.0897093862,0.1487071961,0.1347269267,0.0968448818,0.1020753831,0.6175121665,0.6174198389,0.5115823150,0.0000000000,0.0000000000,0.0236875508,0.5738476515,0.6184591055,0.1585371792,0.1964170337,0.0000000000,0.1249868572,0.0157919005,0.0499789268,0.0274116918,-0.1123018414,0.0001670489,0.0243113600,-0.1123101562,-0.0077182958
20:08:39:11.362,61,0.0057564690,0.0000000000,0.0442678742,0.0000000000,0.1232097372,0.8069973588,0.0000000000,0.0057995068,0.0000000000,0.0000000000,0.0212914757,0.1237179786,0.8070424199,0.0000000000,0.1162420362,0.0000000000,0.0557359718,0.0393349081,0.0263253544,0.0924046487,0.0210945625,0.0000000000,0.0043655140,0.2494827062,0.2081513256,0.0000000000,0.0000000000,0.0249710251,0.0295514222,0.1651451588,0.2003034055,0.0774147585,0.0148684159,0.1556409001,0.0992045403,0.1068589464,0.1109862775,0.1108171642,0.1013781503,0.0697545409,0.0719156638,0.6179280877,0.6178371906,0.5148852468,0.0000000000,0.0000000000,0.0241702907,0.6068997383,0.6483849883,0.1747038513,0.2094370574,0.0000000000,0.1240170598,0.0161315799,0.0494988449,0.0276171938,-0.1124350876,0.0001542367,0.0244906284,-0.1124434024,-0.0077388044
20:08:39:12.363,61,0.0053189327,0.0000000000,0.0436054617,0.0000000000,0.1242794245,0.8145651817,0.0000000000,0.0053586904,0.0000000000,0.0000000000,0.0207743011,0.1247878820,0.8146660924,0.0000000000,0.1164279059,0.0000000000,0.0482359752,0.0381650962,0.0276316982,0.0721691400,0.0232298709,0.0000000000,0.0038382877,0.2288405150,0.1852774620,0.0000000000,0.0000000000,0.0250081290,0.0294028167,0.1645610034,0.1996669173,0.0875100344,0.0148465252,0.2035530806,0.1252113581,0.1245318949,0.1277215481,0.0713284686,0.0653632954,0.0521154627,0.0525671281,0.6198648214,0.6197832823,0.5248485804,0.0000000000,0.0000000000,0.0246774200,0.6451067328,0.6900209785,0.1983918101,0.2325699776,0.0000000000,0.1231883019,0.0165933892,0.0485575795,0.0273014046,-0.1129017323,0.0001653697,0.0241223089,-0.1129100770,-0.0077569415
20:08:39:13.365,61,0.0049061906,0.0000000000,0.0441888645,0.0000000000,0.1238611937,0.8192495108,0.0000000000,0.0049428600,0.0000000000,0.0000000000,0.0213205982,0.1243710071,0.8194127083,0.0000000000,0.1177895740,0.0000000000,0.0420981310,0.0374159925,0.0284667891,0.0613777228,0.0247786324,0.0000000000,0.0033465365,0.2181406021,0.1747201830,0.0000000000,0.0000000000,0.0251352824,0.0293476861,0.1637874544,0.1982635558,0.0956208631,0.0149940234,0.2204585224,0.1356362700,0.1368411630,0.1395484060,0.0568434857,0.0520869829,0.0430837013,0.0430129506,0.6243853569,0.6243196130,0.5375391841,0.0000000000,0.0000000000,0.0249977559,0.6658913493,0.7081806064,0.2108385414,0.2451333404,0.0000000000,0.1221864671,0.0173582062,0.0472213775,0.0276347548,-0.1127200574,0.0001495710,0.0244456939,-0.1127284169,-0.0077596586
20:08:39:14.366,61,0.0045209480,0.0000000000,0.0452156924,0.0000000000,0.1231846958,0.8229101300,0.0000000000,0.0045547383,0.0000000000,0.0000000000,0.0222863238,0.1236970499,0.8231442571,0.0000000000,0.1200334132,0.0000000000,0.0376241803,0.0368432961,0.0289346091,0.0553031303,0.0258270372,0.0000000000,0.0028809179,0.2131310850,0.1697674394,0.0000000000,0.0000000000,0.0254407432,0.0294810794,0.1632178426,0.1972296089,0.1010601521,0.0151335914,0.2447989285,0.1549457014,0.1457584798,0.1491303891,0.0492318608,0.0450696275,0.0385251828,0.0381721258,0.6305485368,0.6304960847,0.5441638827,0.0000000000,0.0000000000,0.0251780171,0.6813567877,0.7234676480,0.2168712914,0.2516488135,0.0000000000,0.1219934225,0.0182781070,0.0451685451,0.0282240324,-0.1124263853,0.0001215652,0.0250147097,-0.1124347746,-0.0077662957
20:08:39:15.368,61,0.0042443145,0.0000000000,0.0450350381,0.0000000000,0.1216482595,0.8291757107,0.0000000000,0.0042755906,0.0000000000,0.0000000000,0.0221634377,0.1221545935,0.8294948936,0.0000000000,0.1215301305,0.0000000000,0.0345525220,0.0363159627,0.0289958175,0.0492268614,0.0264232270,0.0000000000,0.0023600506,0.2104631364,0.1673274487,0.0000000000,0.0000000000,0.0265876800,0.0300906077,0.1625420600,0.1950675249,0.1038127393,0.0151943015,0.2795747817,0.1898287982,0.1702156216,0.1741251200,0.0451089554,0.0412368327,0.0359777138,0.0355156623,0.6422833204,0.6422505379,0.5474119186,0.0000000000,0.0000000000,0.0252138246,0.6904285550,0.7332937121,0.2197648287,0.2545675039,0.0000000115,0.1216336936,0.0187530741,0.0424387343,0.0281495620,-0.1117532328,0.0001347151,0.0249177702,-0.1117616817,-0.0077058040
20:08:39:16.370,61,0.0039946763,0.0000000000,0.0450632982,0.0000000000,0.1193002611,0.8349216580,0.0000000000,0.0040236162,0.0000000000,0.0000000000,0.0222163554,0.1197989210,0.8352922201,0.0000000000,0.1225312576,0.0000000000,0.0320238918,0.0358598121,0.0288254973,0.0449538454,0.0266366657,0.0000000000,0.0017950921,0.2095458210,0.1709401309,0.0000000000,0.0000000000,0.0317971557,0.0346091837,0.1621016860,0.1937916279,0.1054409519,0.0152202332,0.2962211967,0.2042995393,0.1842467934,0.1882731915,0.0428193063,0.0390822105,0.0344889686,0.0340148136,0.6534853578,0.6534545422,0.5492429733,0.0000000000,0.0000000000,0.0251041800,0.6999409795,0.7424018383,0.2212157995,0.2559423447,0.0000000158,0.1207189411,0.0190704465,0.0394539498,0.0281825773,-0.1107253134,0.0001469232,0.0249378495,-0.1107337996,-0.0076224436
20:08:39:17.371,61,0.0039246809,0.0000000000,0.0429878123,0.0000000000,0.1175423190,0.8423605561,0.0000000000,0.0039525419,0.0000000000,0.0000000000,0.0203862432,0.1180257648,0.8427718282,0.0000000000,0.1235798001,0.0000000000,0.0305086914,0.0355505832,0.0286697634,0.0427534245,0.0266001783,0.0000000000,0.0012541349,0.2138613760,0.1822466552,0.0000000000,0.0000000000,0.0359430946,0.0385022089,0.1620225161,0.1931194365,0.1066213027,0.0152686937,0.3038067818,0.2112114280,0.1904108375,0.1947378963,0.0415937640,0.0379055254,0.0336260460,0.0331946313,0.6647794843,0.6647570729,0.5501525402,0.0000000000,0.0000000000,0.0248318799,0.7129899859,0.7571909428,0.2224710733,0.2571383119,0.0000000180,0.1198320240,0.0190482363,0.0368003137,0.0270666555,-0.1099508181,0.0002149665,0.0237934180,-0.1099593490,-0.0075000958
20:08:39:18.373,61,0.0040616733,0.0000000000,0.0404903442,0.0000000000,0.1160125285,0.8494083285,0.0000000000,0.0040912214,0.0000000000,0.0000000000,0.0182024185,0.1164798662,0.8497985601,0.0000000000,0.1243935674,0.0000000000,0.0295181498,0.0352844708,0.0284949224,0.0412830561,0.0264417026,0.0000000000,0.0006616740,0.2193119973,0.1866696775,0.0000000000,0.0000000000,0.0380766168,0.0403948948,0.1620431393,0.1926925033,0.1074722186,0.0152584631,0.3088257313,0.2164396346,0.1938921064,0.1983317733,0.0409071185,0.0372216329,0.0331721790,0.0327853411,0.6736713648,0.6736471057,0.5502899289,0.0000000000,0.0000000000,0.0244500227,0.7214588523,0.7640085220,0.2249452174,0.2581501603,0.0000000333,0.1180489957,0.0191246644,0.0342681818,0.0257347822,-0.1092754453,0.0002911366,0.0224150978,-0.1092840210,-0.0073755835
